0.00000000 0.80122000 0.19878000 500
10000.00000000 0.31888000 0.68112000 500
20000.00000000 0.31244000 0.68756000 500
30000.00000000 0.31386000 0.68614000 500
40000.00000000 0.30966000 0.69034000 500
50000.00000000 0.31350000 0.68650000 500
60000.00000000 0.31138000 0.68862000 500
70000.00000000 0.30952000 0.69048000 500
80000.00000000 0.31246000 0.68754000 500
90000.00000000 0.31164000 0.68836000 500
100000.00000000 0.31102000 0.68898000 500
110000.00000000 0.31066000 0.68934000 500
120000.00000000 0.31182000 0.68818000 500
130000.00000000 0.30786000 0.69214000 500
140000.00000000 0.31238000 0.68762000 500
150000.00000000 0.31592000 0.68408000 500
160000.00000000 0.30846000 0.69154000 500
170000.00000000 0.31102000 0.68898000 500
180000.00000000 0.30926000 0.69074000 500
190000.00000000 0.30982000 0.69018000 500
200000.00000000 0.30836000 0.69164000 500
210000.00000000 0.31262000 0.68738000 500
220000.00000000 0.30872000 0.69128000 500
230000.00000000 0.31030000 0.68970000 500
240000.00000000 0.31134000 0.68866000 500
250000.00000000 0.31072000 0.68928000 500
260000.00000000 0.30910000 0.69090000 500
270000.00000000 0.30890000 0.69110000 500
280000.00000000 0.30970000 0.69030000 500
290000.00000000 0.30964000 0.69036000 500
300000.00000000 0.30772000 0.69228000 500
310000.00000000 0.31050000 0.68950000 500
320000.00000000 0.30812000 0.69188000 500
330000.00000000 0.31338000 0.68662000 500
340000.00000000 0.30930000 0.69070000 500
350000.00000000 0.31214000 0.68786000 500
360000.00000000 0.31136000 0.68864000 500
370000.00000000 0.31248000 0.68752000 500
380000.00000000 0.31150000 0.68850000 500
390000.00000000 0.30900000 0.69100000 500
400000.00000000 0.30960000 0.69040000 500
410000.00000000 0.31024000 0.68976000 500
420000.00000000 0.31424000 0.68576000 500
430000.00000000 0.31086000 0.68914000 500
440000.00000000 0.31186000 0.68814000 500
450000.00000000 0.31372000 0.68628000 500
460000.00000000 0.30772000 0.69228000 500
470000.00000000 0.30888000 0.69112000 500
480000.00000000 0.30786000 0.69214000 500
490000.00000000 0.30746000 0.69254000 500
500000.00000000 0.30976000 0.69024000 500
510000.00000000 0.31062000 0.68938000 500
520000.00000000 0.30796000 0.69204000 500
530000.00000000 0.30718000 0.69282000 500
540000.00000000 0.31052000 0.68948000 500
550000.00000000 0.31042000 0.68958000 500
560000.00000000 0.31108000 0.68892000 500
570000.00000000 0.30944000 0.69056000 500
580000.00000000 0.31160000 0.68840000 500
590000.00000000 0.31052000 0.68948000 500
600000.00000000 0.31086000 0.68914000 500
610000.00000000 0.30868000 0.69132000 500
620000.00000000 0.30790000 0.69210000 500
630000.00000000 0.30996000 0.69004000 500
640000.00000000 0.31434000 0.68566000 500
650000.00000000 0.31210000 0.68790000 500
660000.00000000 0.30950000 0.69050000 500
670000.00000000 0.30824000 0.69176000 500
680000.00000000 0.31034000 0.68966000 500
690000.00000000 0.31002000 0.68998000 500
700000.00000000 0.31102000 0.68898000 500
710000.00000000 0.31074000 0.68926000 500
720000.00000000 0.30758000 0.69242000 500
730000.00000000 0.30944000 0.69056000 500
740000.00000000 0.30744000 0.69256000 500
750000.00000000 0.31282000 0.68718000 500
760000.00000000 0.31026000 0.68974000 500
770000.00000000 0.31420000 0.68580000 500
780000.00000000 0.30960000 0.69040000 500
790000.00000000 0.31306000 0.68694000 500
800000.00000000 0.30840000 0.69160000 500
810000.00000000 0.31210000 0.68790000 500
820000.00000000 0.31290000 0.68710000 500
830000.00000000 0.31150000 0.68850000 500
840000.00000000 0.31232000 0.68768000 500
850000.00000000 0.30928000 0.69072000 500
860000.00000000 0.30646000 0.69354000 500
870000.00000000 0.31142000 0.68858000 500
880000.00000000 0.30884000 0.69116000 500
890000.00000000 0.31142000 0.68858000 500
900000.00000000 0.30846000 0.69154000 500
910000.00000000 0.31154000 0.68846000 500
920000.00000000 0.30756000 0.69244000 500
930000.00000000 0.31302000 0.68698000 500
940000.00000000 0.31160000 0.68840000 500
950000.00000000 0.31098000 0.68902000 500
960000.00000000 0.31018000 0.68982000 500
970000.00000000 0.30806000 0.69194000 500
980000.00000000 0.31196000 0.68804000 500
990000.00000000 0.31250000 0.68750000 500
