0.02 0.02 0.84400
0.02 0.04 0.84400
0.02 0.06 0.84400
0.02 0.08 0.84400
0.02 0.10 0.84400
0.02 0.12 0.84400
0.02 0.14 0.84400
0.02 0.16 0.84400
0.02 0.18 0.84400
0.02 0.20 0.84400
0.02 0.22 0.84400
0.02 0.24 0.84400
0.02 0.26 0.84400
0.02 0.28 0.84400
0.02 0.30 0.84400
0.02 0.32 0.84000
0.02 0.34 0.84000
0.02 0.36 0.84000
0.02 0.38 0.84000
0.02 0.40 0.84000
0.02 0.42 0.84000
0.02 0.44 0.84000
0.02 0.46 0.83600
0.02 0.48 0.83600
0.02 0.50 0.83600
0.02 0.52 0.83600
0.02 0.54 0.83600
0.02 0.56 0.83952
0.02 0.58 0.81004
0.02 0.60 0.68080
0.02 0.62 0.58020
0.02 0.64 0.53632
0.02 0.66 0.50596
0.02 0.68 0.46892
0.02 0.70 0.44772
0.02 0.72 0.43140
0.02 0.74 0.40660
0.02 0.76 0.39740
0.02 0.78 0.37484
0.02 0.80 0.36552
0.02 0.82 0.34552
0.02 0.84 0.33652
0.02 0.86 0.32540
0.02 0.88 0.31432
0.02 0.90 0.30404
0.02 0.92 0.29448
0.02 0.94 0.29072
0.02 0.96 0.28340
0.02 0.98 0.27020
0.04 0.02 0.98800
0.04 0.04 0.98800
0.04 0.06 0.98800
0.04 0.08 0.98800
0.04 0.10 0.98800
0.04 0.12 0.98800
0.04 0.14 0.98800
0.04 0.16 0.98800
0.04 0.18 0.98800
0.04 0.20 0.98800
0.04 0.22 0.98800
0.04 0.24 0.98800
0.04 0.26 0.98800
0.04 0.28 0.98800
0.04 0.30 0.98800
0.04 0.32 0.98800
0.04 0.34 0.98800
0.04 0.36 0.98800
0.04 0.38 0.98800
0.04 0.40 0.98800
0.04 0.42 0.98800
0.04 0.44 0.98800
0.04 0.46 0.98800
0.04 0.48 0.98800
0.04 0.50 0.98800
0.04 0.52 0.98800
0.04 0.54 0.98800
0.04 0.56 0.98788
0.04 0.58 0.94064
0.04 0.60 0.80824
0.04 0.62 0.70420
0.04 0.64 0.63208
0.04 0.66 0.58576
0.04 0.68 0.55948
0.04 0.70 0.52864
0.04 0.72 0.50196
0.04 0.74 0.47572
0.04 0.76 0.45996
0.04 0.78 0.43536
0.04 0.80 0.41556
0.04 0.82 0.40704
0.04 0.84 0.39360
0.04 0.86 0.37816
0.04 0.88 0.37052
0.04 0.90 0.34980
0.04 0.92 0.34660
0.04 0.94 0.33508
0.04 0.96 0.32084
0.04 0.98 0.31572
0.06 0.02 0.99600
0.06 0.04 0.99600
0.06 0.06 0.99600
0.06 0.08 0.99600
0.06 0.10 0.99600
0.06 0.12 0.99600
0.06 0.14 0.99600
0.06 0.16 0.99600
0.06 0.18 0.99600
0.06 0.20 0.99600
0.06 0.22 0.99600
0.06 0.24 0.99600
0.06 0.26 0.99600
0.06 0.28 0.99600
0.06 0.30 0.99600
0.06 0.32 0.99600
0.06 0.34 0.99600
0.06 0.36 0.99600
0.06 0.38 0.99600
0.06 0.40 0.99600
0.06 0.42 0.99600
0.06 0.44 0.99600
0.06 0.46 0.99600
0.06 0.48 0.99600
0.06 0.50 0.99600
0.06 0.52 0.99600
0.06 0.54 0.99600
0.06 0.56 0.99364
0.06 0.58 0.96208
0.06 0.60 0.79664
0.06 0.62 0.69016
0.06 0.64 0.61868
0.06 0.66 0.58700
0.06 0.68 0.55696
0.06 0.70 0.53056
0.06 0.72 0.50288
0.06 0.74 0.47760
0.06 0.76 0.45384
0.06 0.78 0.44220
0.06 0.80 0.41624
0.06 0.82 0.41460
0.06 0.84 0.39508
0.06 0.86 0.37568
0.06 0.88 0.36892
0.06 0.90 0.35316
0.06 0.92 0.34652
0.06 0.94 0.34012
0.06 0.96 0.32620
0.06 0.98 0.31312
0.08 0.02 1.00000
0.08 0.04 1.00000
0.08 0.06 1.00000
0.08 0.08 1.00000
0.08 0.10 1.00000
0.08 0.12 1.00000
0.08 0.14 1.00000
0.08 0.16 1.00000
0.08 0.18 1.00000
0.08 0.20 1.00000
0.08 0.22 1.00000
0.08 0.24 1.00000
0.08 0.26 1.00000
0.08 0.28 1.00000
0.08 0.30 1.00000
0.08 0.32 1.00000
0.08 0.34 1.00000
0.08 0.36 1.00000
0.08 0.38 1.00000
0.08 0.40 1.00000
0.08 0.42 1.00000
0.08 0.44 1.00000
0.08 0.46 1.00000
0.08 0.48 1.00000
0.08 0.50 1.00000
0.08 0.52 1.00000
0.08 0.54 1.00000
0.08 0.56 1.00000
0.08 0.58 0.96220
0.08 0.60 0.82328
0.08 0.62 0.69520
0.08 0.64 0.63252
0.08 0.66 0.59604
0.08 0.68 0.55360
0.08 0.70 0.53560
0.08 0.72 0.51120
0.08 0.74 0.48296
0.08 0.76 0.46944
0.08 0.78 0.44500
0.08 0.80 0.42412
0.08 0.82 0.40980
0.08 0.84 0.40020
0.08 0.86 0.38208
0.08 0.88 0.38012
0.08 0.90 0.36428
0.08 0.92 0.35104
0.08 0.94 0.33016
0.08 0.96 0.32588
0.08 0.98 0.31904
0.10 0.02 1.00000
0.10 0.04 1.00000
0.10 0.06 1.00000
0.10 0.08 1.00000
0.10 0.10 1.00000
0.10 0.12 1.00000
0.10 0.14 1.00000
0.10 0.16 1.00000
0.10 0.18 1.00000
0.10 0.20 1.00000
0.10 0.22 1.00000
0.10 0.24 1.00000
0.10 0.26 1.00000
0.10 0.28 1.00000
0.10 0.30 1.00000
0.10 0.32 1.00000
0.10 0.34 1.00000
0.10 0.36 1.00000
0.10 0.38 1.00000
0.10 0.40 1.00000
0.10 0.42 1.00000
0.10 0.44 1.00000
0.10 0.46 1.00000
0.10 0.48 1.00000
0.10 0.50 1.00000
0.10 0.52 1.00000
0.10 0.54 1.00000
0.10 0.56 0.99884
0.10 0.58 0.96568
0.10 0.60 0.81612
0.10 0.62 0.68924
0.10 0.64 0.63988
0.10 0.66 0.59080
0.10 0.68 0.56412
0.10 0.70 0.52660
0.10 0.72 0.51248
0.10 0.74 0.48728
0.10 0.76 0.47088
0.10 0.78 0.44316
0.10 0.80 0.43136
0.10 0.82 0.41168
0.10 0.84 0.39564
0.10 0.86 0.37660
0.10 0.88 0.37192
0.10 0.90 0.36184
0.10 0.92 0.35032
0.10 0.94 0.33448
0.10 0.96 0.32540
0.10 0.98 0.31792
0.12 0.02 1.00000
0.12 0.04 1.00000
0.12 0.06 1.00000
0.12 0.08 1.00000
0.12 0.10 1.00000
0.12 0.12 1.00000
0.12 0.14 1.00000
0.12 0.16 1.00000
0.12 0.18 1.00000
0.12 0.20 1.00000
0.12 0.22 1.00000
0.12 0.24 1.00000
0.12 0.26 1.00000
0.12 0.28 1.00000
0.12 0.30 1.00000
0.12 0.32 1.00000
0.12 0.34 1.00000
0.12 0.36 1.00000
0.12 0.38 1.00000
0.12 0.40 1.00000
0.12 0.42 1.00000
0.12 0.44 1.00000
0.12 0.46 1.00000
0.12 0.48 1.00000
0.12 0.50 1.00000
0.12 0.52 1.00000
0.12 0.54 1.00000
0.12 0.56 0.99816
0.12 0.58 0.96384
0.12 0.60 0.80820
0.12 0.62 0.68036
0.12 0.64 0.63264
0.12 0.66 0.59280
0.12 0.68 0.56912
0.12 0.70 0.53580
0.12 0.72 0.51220
0.12 0.74 0.49216
0.12 0.76 0.46680
0.12 0.78 0.44484
0.12 0.80 0.42932
0.12 0.82 0.41276
0.12 0.84 0.39108
0.12 0.86 0.38620
0.12 0.88 0.37068
0.12 0.90 0.36068
0.12 0.92 0.34932
0.12 0.94 0.33908
0.12 0.96 0.32704
0.12 0.98 0.32368
0.14 0.02 1.00000
0.14 0.04 1.00000
0.14 0.06 1.00000
0.14 0.08 1.00000
0.14 0.10 1.00000
0.14 0.12 1.00000
0.14 0.14 1.00000
0.14 0.16 1.00000
0.14 0.18 1.00000
0.14 0.20 1.00000
0.14 0.22 1.00000
0.14 0.24 1.00000
0.14 0.26 1.00000
0.14 0.28 1.00000
0.14 0.30 1.00000
0.14 0.32 1.00000
0.14 0.34 1.00000
0.14 0.36 1.00000
0.14 0.38 1.00000
0.14 0.40 1.00000
0.14 0.42 1.00000
0.14 0.44 1.00000
0.14 0.46 1.00000
0.14 0.48 1.00000
0.14 0.50 1.00000
0.14 0.52 1.00000
0.14 0.54 1.00000
0.14 0.56 0.99832
0.14 0.58 0.95108
0.14 0.60 0.82284
0.14 0.62 0.68768
0.14 0.64 0.64564
0.14 0.66 0.59476
0.14 0.68 0.56244
0.14 0.70 0.53108
0.14 0.72 0.51188
0.14 0.74 0.48728
0.14 0.76 0.46028
0.14 0.78 0.44724
0.14 0.80 0.42384
0.14 0.82 0.41352
0.14 0.84 0.39660
0.14 0.86 0.38256
0.14 0.88 0.37136
0.14 0.90 0.35416
0.14 0.92 0.34760
0.14 0.94 0.34092
0.14 0.96 0.32780
0.14 0.98 0.32060
0.16 0.02 1.00000
